"Polyethylene-SiO2 composites investigation",hasMaterial,"Polyethylene–SiO 2 composites"
"Polyethylene-SiO2 composites investigation",hasMaterial,"polyethylene"
"Polyethylene-SiO2 composites investigation",hasMaterial,"micron particulates"
"Polyethylene-SiO2 composites investigation",hasMaterial,"nanoscale particulates"
"Polyethylene-SiO2 composites investigation",hasMaterial,"antioxidants"
"Polyethylene-SiO2 composites investigation",hasMaterial,"dicumyl peroxide"
"Polyethylene-SiO2 composites investigation",hasMaterial,"nanosilica"
"Polyethylene-SiO2 composites investigation",hasMaterial,"triethoxyvinylsilane"
"Polyethylene-SiO2 composites investigation",hasMaterial,"n-(2-aminoethyl) 3-aminopropyltrimethoxysilane"
"Polyethylene-SiO2 composites investigation",hasMaterial,"hexamethyldisilazane"
"Polyethylene-SiO2 composites investigation",hasMaterial,"XLPE"
"Polyethylene-SiO2 composites investigation",hasMaterial,"argon"
"Polyethylene-SiO2 composites investigation",hasMaterial,"gold"
"Polyethylene-SiO2 composites investigation",hasMaterial,"tungsten"
"Polyethylene-SiO2 composites investigation",hasMaterial,"platinum"
"Polyethylene-SiO2 composites investigation",hasMaterial,"SiO 2"
