"ElectricalProperty","subClassOf","PhysicalProperty"
"DielectricBreakdownStrength","subClassOf","ElectricalProperty"
"WebullParameter","subClassOf","ElectricalProperty"
"ACDielectricDispersion","subClassOf","ElectricalProperty"
"Conductivity","subClassOf","ElectricalProperty"
"RealPermitivity","subClassOf","ElectricalProperty"
"RealPermitivity","subClassOf","ACDielectricDispersion"
"LossTangent","subClassOf","ElectricalProperty"
"LossTangent","subClassOf","ACDielectricDispersion"
"LossPermitivity","subClassOf","ElectricalProperty"
"LossPermitivity","subClassOf","ACDielectricDispersion"
