"10.1007/s10853-006-0413-0","hasCitation","[1]"
"10.1007/s10853-006-0413-0","hasCitation","[2]"
"10.1007/s10853-006-0413-0","hasCitation","[3]"
"10.1007/s10853-006-0413-0","hasCitation","[4]"
"10.1007/s10853-006-0413-0","hasCitation","[5]"
"10.1007/s10853-006-0413-0","hasCitation","[6]"
"10.1007/s10853-006-0413-0","hasCitation","[7]"
"10.1007/s10853-006-0413-0","hasCitation","[8]"
"10.1007/s10853-006-0413-0","hasCitation","[9]"
"10.1007/s10853-006-0413-0","hasCitation","[10]"
"10.1007/s10853-006-0413-0","hasCitation","[11]"
"10.1007/s10853-006-0413-0","hasCitation","[12]"
"10.1007/s10853-006-0413-0","hasCitation","[13]"
"10.1007/s10853-006-0413-0","hasCitation","[14]"
"10.1007/s10853-006-0413-0","hasCitation","[15]"
"10.1007/s10853-006-0413-0","hasCitation","[16]"
"10.1007/s10853-006-0413-0","hasCitation","[17]"
"10.1007/s10853-006-0413-0","hasCitation","[18]"
"10.1007/s10853-006-0413-0","hasCitation","[19]"
"10.1007/s10853-006-0413-0","hasCitation","[20]"
"10.1007/s10853-006-0413-0","hasCitation","[21]"
"10.1007/s10853-006-0413-0","hasCitation","[22]"
"10.1007/s10853-006-0413-0","hasCitation","[23]"
"10.1007/s10853-006-0413-0","hasCitation","[24]"
"10.1007/s10853-006-0413-0","hasCitation","[25]"
"10.1007/s10853-006-0413-0","hasCitation","[26]"
"10.1007/s10853-006-0413-0","hasCitation","[27]"
"10.1007/s10853-006-0413-0","hasCitation","[28]"
"10.1007/s10853-006-0413-0","hasCitation","[29]"
"10.1007/s10853-006-0413-0","hasCitation","[30]"
"10.1007/s10853-006-0413-0","hasCitation","[31]"
"10.1007/s10853-006-0413-0","hasReference","[1] Nelson J, Fothergill JC (2004) Nanotechnology 15:586"
"10.1007/s10853-006-0413-0","hasReference","[2] Ma D, Siegel RW, Hong JI, Schadler LS, Ma˚rtensson E, O [¨ ] nneby C (2004) J Mater Res 19(3):857"
"10.1007/s10853-006-0413-0","hasReference","[3] Nelson JK, Hu Y (2005) J Phys D (Appl Phys) 38:213"
"10.1007/s10853-006-0413-0","hasReference","[4] Nelson JK, Fothergill JC, Dissado LA, Peasgood W (2002) In: Proceedings of the conference on Elec Insul & Dielec Phenom, IEEE, Mexico, pp 295–298"
"10.1007/s10853-006-0413-0","hasReference","[5] Montanari GC, Fabiani D, Palmieri F, Kaempfer D, Thomann R, Mulhaupt R (2004) IEEE Trans Diel Elect Insul 11(5):754"
"10.1007/s10853-006-0413-0","hasReference","[6] Ajayan PM, Braun PV, Schadler LS (2003) In: Nanocomposite Science and Technology, Wiley-VCH Verlag, GmbH&Co. KgaA, Weinham"
"10.1007/s10853-006-0413-0","hasReference","[7] Tanaka T, Montanari GC, Mu¨lhaupt R (2004) IEEE Trans Diel Elect Insul 11/5:763"
"10.1007/s10853-006-0413-0","hasReference","[8] Lewis TJ (1994) IEEE Trans Diel Elect Insul 1:812"
"10.1007/s10853-006-0413-0","hasReference","[9] Lewis TJ (2004) IEEE Trans Diel Elect Insul 11:739"
"10.1007/s10853-006-0413-0","hasReference","[10] Fujita F, Ruike M, Baba M (1996) Conference record of the 1996. IEEE Intl Symp Elec Ins, IEEE, San Francisco 2:738"
"10.1007/s10853-006-0413-0","hasReference","[11] Khalil MS, Henk PO, Henriksen M (1990) Conference record of the 1990 IEEE International Symp on Elec. Insul; IEEE, Montreal, Canada, p 268"
"10.1007/s10853-006-0413-0","hasReference","[12] Fothergill JC, Nelson JK, Fu M (2004) Proceedings of the IEEE Conf on Elect Insul & Diel Phenom, CEIDP, Oct. 17– 20. pp 406–409"
"10.1007/s10853-006-0413-0","hasReference","[13] Ma D, Akpalu YA, Li Y, Siegel RW, Schadler LS (2005) J Polym Sci Part B Polym Phys 43(5):463"
"10.1007/s10853-006-0413-0","hasReference","[14] Malec D, Truong H, Essolbi R, Hoand TG (1998) IEEE Trans Diel Elect Insul 5/2:301"
"10.1007/s10853-006-0413-0","hasReference","[15] Roy M, Nelson JK, MacCrone RK, Schadler LS, Reed CW, Keefe R, Zenger W (2005) IEEE Trans Diel Elect Insul 12:629"
"10.1007/s10853-006-0413-0","hasReference","[16] Lunsford JH (1973) Catal Rev 8(1):135"
"10.1007/s10853-006-0413-0","hasReference","[17] Canet D (1996) Nuclear magnetic resonance: concepts and methods. John Wiley & Sons Inc., Chichester, New York"
"10.1007/s10853-006-0413-0","hasReference","[18] Dissado LA, Fothergill JC (1992) Electrical degradation and breakdown in polymers. Peter Peregrinus Ltd"
"10.1007/s10853-006-0413-0","hasReference","[19] Ieda M, Mizutani T, Suzuoki Y (1980) Polymers, Memoirs of the Faculty of Engineering, Nagoya University, 32/2"
"10.1007/s10853-006-0413-0","hasReference","[20] Peacock JA (2000) Handbook of polyethylene: structures, properties and applications. Marcel Dekker, New York"
"10.1007/s10853-006-0413-0","hasReference","[21] Lichtenecker K, Rother K (1931) Phys Zeit 32:255"
"10.1007/s10853-006-0413-0","hasReference","[22] Maxwell-Ganet JC (1904) Philos Trans Roy Soc Lond Ser A 203:385"
"10.1007/s10853-006-0413-0","hasReference","[23] Landau LD, Lifshitz EM (1984) Electrodynamics of continuous media, 2nd edn. Pergamon Press, Oxford"
"10.1007/s10853-006-0413-0","hasReference","[24] Jonscher AK (1983) Dielectric relaxation of solids. Chelsea Dielectric Press"
"10.1007/s10853-006-0413-0","hasReference","[25] O’Konski J (1960) J Phys Chem 64:605"
"10.1007/s10853-006-0413-0","hasReference","[26] Maeta S, Sakaguchi K (1980) Jpn J Appl Phys 19/3:519"
"10.1007/s10853-006-0413-0","hasReference","[27] Van Turnhout J (1975) Thermally stimulated discharge for polymer electrets. Elsevier, Amsterdam"
"10.1007/s10853-006-0413-0","hasReference","[28] Raju GG (2003) Dielectrics in electric fields. Marcel Dekker, New York"
"10.1007/s10853-006-0413-0","hasReference","[29] Many A, Rakavy G (1962) Theory of transient-space-chargelimited currents in solids in the presence of trapping. Phys Rev 126/6:1980"
"10.1007/s10853-006-0413-0","hasReference","[30] Roy M, Nelson JK, Schadler LS, Zou C, Fothergill JC (2005) Ann Rep conf on Electrical Insulation and Dielectric Phenomenon, IEEE, pp 183–186"
"10.1007/s10853-006-0413-0","hasReference","[31] Artbauer J (1996) J Phys D Appl Phys 29:446"
"[1]","subClassOf","[1] Nelson J, Fothergill JC (2004) Nanotechnology 15:586"
"[2]","subClassOf","[2] Ma D, Siegel RW, Hong JI, Schadler LS, Ma˚rtensson E, O [¨ ] nneby C (2004) J Mater Res 19(3):857"
"[3]","subClassOf","[3] Nelson JK, Hu Y (2005) J Phys D (Appl Phys) 38:213"
"[4]","subClassOf","[4] Nelson JK, Fothergill JC, Dissado LA, Peasgood W (2002) In: Proceedings of the conference on Elec Insul & Dielec Phenom, IEEE, Mexico, pp 295–298"
"[5]","subClassOf","[5] Montanari GC, Fabiani D, Palmieri F, Kaempfer D, Thomann R, Mulhaupt R (2004) IEEE Trans Diel Elect Insul 11(5):754"
"[6]","subClassOf","[6] Ajayan PM, Braun PV, Schadler LS (2003) In: Nanocomposite Science and Technology, Wiley-VCH Verlag, GmbH&Co. KgaA, Weinham"
"[7]","subClassOf","[7] Tanaka T, Montanari GC, Mu¨lhaupt R (2004) IEEE Trans Diel Elect Insul 11/5:763"
"[8]","subClassOf","[8] Lewis TJ (1994) IEEE Trans Diel Elect Insul 1:812"
"[9]","subClassOf","[9] Lewis TJ (2004) IEEE Trans Diel Elect Insul 11:739"
"[10]","subClassOf","[10] Fujita F, Ruike M, Baba M (1996) Conference record of the 1996. IEEE Intl Symp Elec Ins, IEEE, San Francisco 2:738"
"[11]","subClassOf","[11] Khalil MS, Henk PO, Henriksen M (1990) Conference record of the 1990 IEEE International Symp on Elec. Insul; IEEE, Montreal, Canada, p 268"
"[12]","subClassOf","[12] Fothergill JC, Nelson JK, Fu M (2004) Proceedings of the IEEE Conf on Elect Insul & Diel Phenom, CEIDP, Oct. 17– 20. pp 406–409"
"[13]","subClassOf","[13] Ma D, Akpalu YA, Li Y, Siegel RW, Schadler LS (2005) J Polym Sci Part B Polym Phys 43(5):463"
"[14]","subClassOf","[14] Malec D, Truong H, Essolbi R, Hoand TG (1998) IEEE Trans Diel Elect Insul 5/2:301"
"[15]","subClassOf","[15] Roy M, Nelson JK, MacCrone RK, Schadler LS, Reed CW, Keefe R, Zenger W (2005) IEEE Trans Diel Elect Insul 12:629"
"[16]","subClassOf","[16] Lunsford JH (1973) Catal Rev 8(1):135"
"[17]","subClassOf","[17] Canet D (1996) Nuclear magnetic resonance: concepts and methods. John Wiley & Sons Inc., Chichester, New York"
"[18]","subClassOf","[18] Dissado LA, Fothergill JC (1992) Electrical degradation and breakdown in polymers. Peter Peregrinus Ltd"
"[19]","subClassOf","[19] Ieda M, Mizutani T, Suzuoki Y (1980) Polymers, Memoirs of the Faculty of Engineering, Nagoya University, 32/2"
"[20]","subClassOf","[20] Peacock JA (2000) Handbook of polyethylene: structures, properties and applications. Marcel Dekker, New York"
"[21]","subClassOf","[21] Lichtenecker K, Rother K (1931) Phys Zeit 32:255"
